id_CH;id_ZH;id_RO;empire;kingdom;phylum;class;order;family;genus;species;size;potentiallyToxic;affiliation;synonyms;EstimatedBiovolumesFromLiterature;Literature;volume_um.3;kremer_key;kremer_match;min_nu.biovol;mn_nu.biovol;mdn_nu.biovol;max_nu.biovol;sd_nu.biovol;n;mn_cells.per.nu;n_sources;w.tsn;analysis;comments;size_category;motility;physiology;colony_growth;stRategy;cell_shape;special_nutrition;volume_um.3.1;surface_um.2;VWS;GRE;HAL;SEM;BAL;BoOber;Unter;WAL;qualifier_as_food;species_buergi;coloniality;comments_coloniality;guild;guild.code
128;NA;s031;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;glauca;;1;Merismopedia glauca;;NA;;90;Merismopedia glauca;species;0,517195898;1,623924622;1,540069628;2,698970004;0,502353569;30;NA;2;728;all;NA;d;c;a;h;K;a;NA;90;110;NA;NA;NA;NA;NA;90;90;NA;8;Merismopedia glauca;2;;cyanobacteria;P2
129;201301;s033;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;tenuissima;;1;Merismopedia tenuissima;;NA;;4;Merismopedia tenuissima;species;0,655138435;1,818287759;1,845068198;2,699967735;0,302011568;796;28,881;5;739;all;NA;c;c;a;h;K;a;NA;4;10;NA;NA;NA;NA;NA;2;2;NA;3;Merismopedia tenuissima;2;;cyanobacteria;P2
130;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;elegans;;1;Merismopedia elegans;;NA;;140;Merismopedia elegans;species;1,607455023;1,893074256;1,948168362;2,176264942;0,214654413;5;12;2;732;all;NA;d;c;a;h;R;a;NA;140;150;NA;NA;NA;NA;NA;110;110;NA;15;Merismopedia elegans;2;;cyanobacteria;P2
131;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;trolleri;;1;Merismopedia trolleri;;NA;;5;Merismopedia trolleri;species;3,205353255;3,205353255;3,205353255;3,205353255;NA;1;32;1;741;all;NA;c;b;a;h;R;a;NA;5;12;NA;NA;NA;NA;NA;5;5;NA;4;Merismopedia trolleri;2;;cyanobacteria;P2
132;200500;s039;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;sp;;1;Microcystis sp;;NA;;60;Microcystis;genus;0,602059991;2,948842014;3,126834631;7,525178596;1,149562215;2037;33,75752931;7;747;all;NA;d;b;a;f;R;a;NA;60;70;30;70;NA;NA;NA;60;60;NA;45;Microcystis sp;2;;cyanobacteria;P2
133;NA;s038;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;wesenbergii;;1;Microcystis wesenbergii;;NA;;80;Microcystis;genus;0,602059991;2,948842014;3,126834631;7,525178596;1,149562215;2037;33,75752931;7;747;all;NA;d;b;a;f;R;a;NA;80;95;NA;NA;NA;NA;NA;80;80;NA;5;Microcystis wesenbergii;3;;cyanobacteria;P2
134;200602;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;incerta;;NA;Aphanocapsa incerta;Microcystis incerta;NA;;8;Anacystis incerta;species;2,581505926;2,581505926;2,581505926;2,581505926;NA;1;1;1;620;all;NA;d;c;a;f;R;a;NA;8;20;NA;NA;NA;NA;NA;8;8;NA;6;Aphanocapsa incerta;3;;cyanobacteria;P2
135;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;elachista;;NA;Aphanocapsa elachista;Aphanocapsa conferta;NA;;2,5;Aphanocapsa elachista;species;0,722633923;1,949346653;1,945074086;3,201278351;0,610994938;158;38,44457156;4;627;all;NA;c;c;a;f;R;a;NA;2.5;9;2;2;NA;NA;NA;2;2;NA;2;Aphanocapsa elachista;3;;cyanobacteria;P2
136;200503;s035;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;aeruginosa;;1;Microcystis aeruginosa;;NA;;48;Microcystis aeruginosa;species;0,849333406;2,733374593;2,844983132;4,803454012;1,033232094;1379;30,71790193;6;750;all;NA;d;b;a;f;R;a;h;48;63;NA;NA;NA;NA;NA;48;48;NA;35;Microcystis aeruginosa;3;;cyanobacteria;P2
137;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;viridis;;1;Microcystis viridis;;NA;;85;Microcystis;genus;0,602059991;2,948842014;3,126834631;7,525178596;1,149562215;2037;33,75752931;7;747;all;NA;d;b;a;f;R;a;NA;85;95;NA;NA;NA;NA;NA;NA;NA;NA;65;Microcystis viridis;3;;cyanobacteria;P2
138;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;grevillei;;NA;Aphanocapsa grevillei;;NA;;35;Aphanocapsa;genus;-0,053547735;1,676736892;1,743352951;3,278181785;0,764349818;1061;38,76621431;6;625;all;NA;c;c;a;f;R;a;NA;35;50;NA;NA;NA;NA;NA;NA;NA;NA;25;Aphanocapsa grevillei;3;;cyanobacteria;P2
139;NA;;eukaryota;;;;;;Marssoniella;sp;;NA;Marssoniella sp;;NA;;10;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;c;a;c;K;d;NA;10;20;NA;NA;NA;NA;NA;NA;NA;NA;5;Marssoniella sp;NA;;NA;NA
140;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Dactylococcopsis/Rhabdogloea;;;NA;Dactylococcopsis/Rhabdogloea NA;;NA;;5;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;discuss, how to handle;c;c;a;h;K;f;NA;5;10;NA;NA;NA;NA;NA;38;38;NA;5;Dactylococcopsis/Rhabdogloea;3;;cyanobacteria;P2
141;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Rhabdoderma;sp;;NA;Rhabdoderma sp;;NA;;5;Rhabdoderma;genus;1,06069784;1,59604823;1,601275043;2,324282455;0,296545142;55;38,052;4;805;all;NA;c;c;a;h;K;f;NA;5;20;NA;NA;NA;NA;NA;38;38;NA;5;Rhabdoderma sp;3;;cyanobacteria;P2
142;201700;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;sp;;NA;Synechococcus sp;;NA;;80;Synechococcus;genus;-0,494850022;-0,129396494;-0,395665927;1,450141291;0,34336772;732;1,035353535;5;773;all;NA;c;c;a;b;K;f;NA;80;85;NA;NA;NA;NA;NA;80;80;NA;60;Synechococcus sp;0;;cyanobacteria;P1
143;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Oscillatoriales;Cyanothecaceae;Cyanothece;major;;NA;Cyanothece major;Synechococcus major;NA;;5000;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;c;a;b;K;f;NA;5000;2000;NA;NA;NA;NA;NA;5600;5600;NA;60;Cyanothece major;0;solitary sometimes paires, Freshwater Algae of North America (Second Edition) ;cyanobacteria;P1
144;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Synechocystis;sp;;NA;Synechocystis sp;;NA;;80;Synechocystis;genus;-0,420216403;0,543926614;0,247973266;1,665450589;0,516979005;647;1;4;799;all;NA;c;c;a;f;K;b;NA;80;95;NA;NA;NA;NA;NA;80;80;NA;20;Synechocystis sp;0;;cyanobacteria;P1
145;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Hydrodictyaceae;Tetrapedia;sp;;NA;Tetrapedia sp;;NA;;150;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;c;a;f;K;h;NA;150;180;NA;NA;NA;NA;NA;NA;NA;NA;50;Tetrapedia sp;2;;green algae;P5
146;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;sp;small;NA;Synechococcus sp;;NA;;50;Synechococcus;genus;-0,494850022;-0,129396494;-0,395665927;1,450141291;0,34336772;732;1,035353535;5;773;biomass only;NA;b;c;a;f;K;b;NA;50;70;NA;NA;NA;NA;NA;50;50;NA;20;Synechococcus small;0;;cyanobacteria;P1
147;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Synechococcus;aquatilis;;NA;Synechococcus aquatilis;;NA;;60;Synechococcus;genus;-0,494850022;-0,129396494;-0,395665927;1,450141291;0,34336772;732;1,035353535;5;773;all;species untraceable in any serious database! Does not occur in data!;b;c;a;f;K;b;NA;60;80;NA;NA;NA;NA;NA;60;60;NA;20;Synechococcus aquatilis;0;;cyanobacteria;P1
148;200601;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;delicatissima;;NA;Aphanocapsa delicatissima;;NA;;10;Aphanocapsa delicatissima;species;-0,053547735;1,175092503;1,116939647;2,116938651;0,496127155;505;36,15761264;5;634;all;NA;c;b;a;f;R;a;NA;10;15;5;5;NA;NA;NA;1;1;NA;5;Aphanocapsa delicatissima;3;;cyanobacteria;P2
149;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Synechocystis;sallensis;;NA;Synechocystis sallensis;;NA;;1400;Synechocystis;genus;-0,420216403;0,543926614;0,247973266;1,665450589;0,516979005;647;1;4;799;all;NA;d;b;a;f;K;a;NA;1400;1000;NA;NA;NA;NA;NA;1400;1400;NA;20;Synechocystis sallensis;0;;cyanobacteria;P1
150;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Merismopedia;convoluta;;1;Merismopedia convoluta;;NA;;30;Merismopedia;genus;0,190331698;1,591724221;1,812780855;3,205353255;0,4821704;1184;18,22669234;7;727;all;NA;d;b;a;f;K;a;NA;30;45;NA;NA;NA;NA;NA;30;30;NA;5;Merismopedia convoluta;2;;cyanobacteria;P2
151;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Anathece;minutissima;;NA;Anathece minutissima;Aphanothece minutissima / Aphanothece pulverulenta;NA;;2;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;b;b;a;f;R;a;NA;2;5;NA;NA;NA;NA;NA;NA;NA;NA;2;Anathece minutissima;3;;cyanobacteria;P2
152;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Rhabdogloea;linearis;;NA;Rhabdogloea linearis;;NA;;6;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;c;c;a;f;K;f;NA;6;15;NA;NA;NA;NA;NA;6;6;NA;6;Rhabdogloea linearis;3;;cyanobacteria;P2
153;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;irregulare;;NA;Monoraphidium irregulare;Dactylococcopsis irregularis;NA;;6;Dactylococcopsis irregularis;species;0,323808796;0,850666308;0,749736316;1,234567898;0,27515293;13;1;3;6450;all;NB: Species was moved from cyanobacteria to chlorophytes!;c;c;a;f;K;f;NA;6;12;NA;NA;NA;NA;NA;6;6;NA;6;Monoraphidium irregulare;0;;green algae;P3
154;201402;s023;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Rhabdogloea;smithii;;NA;Rhabdogloea smithii;Dactylococcopsis smithii;NA;;6;Dactylococcopsis smithii;species;1,283996656;1,291856793;1,291244989;1,300940536;0,008098712;4;NA;1;6449;all;NA;c;c;a;f;K;f;NA;6;12;NA;NA;NA;NA;NA;20;20;NA;NA;Rhabdogloea smithii;3;;cyanobacteria;P2
155;NA;;eukaryota;Plantae;Chlorophyta;Chlorophyceae;Sphaeropleales;Selenastraceae;Monoraphidium;griffithii;;NA;Monoraphidium griffithii;Dactylococcopsis acicularis;NA;;10;Monoraphidium griffithii;species;1,761953897;2,054883078;1,991727474;2,483508053;0,180232892;907;1;2;5992;all;Person who entered taxon in DB was not sure whether it is the right species. NB: Species was moved from cyanobacteria to chlorophytes!;c;c;a;f;K;d;NA;10;16;NA;NA;NA;NA;NA;10;10;NA;10;Monoraphidium griffithii;0;solitary or ramaniing 4-8 autospores in mother cell wall;green algae;P3
156;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Synechocystis;septentrionalis;;NA;Synechocystis septentrionalis;;NA;;520;Synechocystis;genus;-0,420216403;0,543926614;0,247973266;1,665450589;0,516979005;647;1;4;799;all;NA;b;c;a;f;K;b;NA;520;NA;NA;NA;NA;NA;NA;520;520;NA;NA;Synechocystis septentrionalis;0;;cyanobacteria;P1
198;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;;;;large;NA;;;NA;;300;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;d;b;a;f;R;a;NA;300;200;NA;NA;NA;NA;NA;300;300;NA;20;Chroococcales large;0;;cyanobacteria;P1
199;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;;;;small;NA;;;NA;;5;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;c;a;f;K;a;NA;5;15;5;NA;NA;NA;NA;5;5;NA;5;Chroococcales small;0;;cyanobacteria;P1
200;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;;;;intermediate;NA;;;NA;;30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;NA;c;b;a;f;K;a;NA;30;NA;NA;NA;NA;NA;NA;30;30;NA;15;Chroococcales intermediate;0;;cyanobacteria;P1
201;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Pleurocapsales;Hyellaceae;Pleurocapsa;sp;;NA;Pleurocapsa sp;;NA;;30;Pleurocapsa;genus;0,683047038;1,469179064;1,525044807;2,117271296;0,357658795;106;NA;1;1435;all;NA;d;c;b;h;K;h;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Pleurocapsa sp;3;;cyanobacteria;P2
202;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Dermocarpellaceae;Dermocarpa/Cyanocystis;sp;;NA;Dermocarpa/Cyanocystis sp;;NA;;30;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;biomass only;discuss, how to handle;d;c;b;h;K;h;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Dermocarpa/Cyanocystis sp;3;;cyanobacteria;P2
203;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Chamaesiphonaceae;Chamaesiphon;sp;;NA;Chamaesiphon sp;;NA;;35;Chamaesiphon;genus;-0,30980392;1,43602155;1,662633624;2,675778342;0,794560283;148;NA;1;847;all;NA;d;c;b;h;K;j;NA;35;50;NA;NA;NA;NA;NA;35;35;NA;10;Chamaesiphon sp;3;;cyanobacteria;P2
204;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Chamaesiphonaceae;Chamaesiphon;polonicus;;NA;Chamaesiphon polonicus;;NA;;35;Chamaesiphon;genus;-0,30980392;1,43602155;1,662633624;2,675778342;0,794560283;148;NA;1;847;all;NA;d;c;b;h;K;j;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chamaesiphon polonicus;3;;cyanobacteria;P2
205;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Chamaesiphonaceae;Chamaesiphon;incrustans;;NA;Chamaesiphon incrustans;;NA;;35;Chamaesiphon incrustans;species;-0,30980392;1,278347519;1,476940223;2,563481085;0,703506864;78;NA;1;855;all;NA;d;c;b;h;K;j;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chamaesiphon incrustans;3;;cyanobacteria;P2
206;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Chamaesiphonaceae;Chamaesiphon;fuscus;;NA;Chamaesiphon fuscus;;NA;;35;Chamaesiphon;genus;-0,30980392;1,43602155;1,662633624;2,675778342;0,794560283;148;NA;1;847;all;NA;d;c;b;h;K;j;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chamaesiphon fuscus;3;;cyanobacteria;P2
207;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Chamaesiphonaceae;Chamaesiphon;confervicola;;NA;Chamaesiphon confervicola;Chamaesiphon curvatus;NA;;35;Chamaesiphon;genus;-0,30980392;1,43602155;1,662633624;2,675778342;0,794560283;148;NA;1;847;all;NA;d;c;b;h;K;j;NA;35;50;NA;NA;NA;NA;NA;35;35;NA;10;Chamaesiphon confervicola;3;;cyanobacteria;P2
208;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Pleurocapsales;Hyellaceae;Pleurocapsa;minor;;NA;Pleurocapsa minor;;NA;;5;Pleurocapsa;genus;0,683047038;1,469179064;1,525044807;2,117271296;0,357658795;106;NA;1;1435;all;NA;c;c;b;h;K;h;NA;5;NA;NA;NA;NA;NA;NA;5;5;NA;NA;Pleurocapsa minor;0;unicellular or aggregates;cyanobacteria;P1
209;202500;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Coelosphaeriaceae;Woronichinia;sp;;1;Woronichinia sp;;NA;;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Woronichinia sp;3;cells periferical with stalks;cyanobacteria;P2
210;200804;s015;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Chroococcaceae;Chroococcus;minutus;;1;Chroococcus minutus;;NA;;50;Chroococcus minutus;species;1,574031268;2,518376623;2,602059991;3,50242712;0,426271663;347;4,878873239;6;671;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Chroococcus minutus;3;(sometime oncly 2 cells, but still considered colony) Rex L. Lowe, Gina D. LaLiberte, in Methods in Stream Ecology, Volume 1 (Third Edition), 2017;cyanobacteria;P2
211;200900;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Gomphosphaeriaceae;Gomphosphaeria;sp;;NA;Gomphosphaeria sp;;NA;;NA;Gomphosphaeria;genus;1,467163966;2,553208683;2,479567296;3,65079304;0,592127591;78;31,89818182;5;714;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Gomphosphaeria sp;3;with stalks;cyanobacteria;P2
212;200501;s036;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Chroococcales;Microcystaceae;Microcystis;flos-aquae;;1;Microcystis flos-aquae;;NA;;NA;Microcystis flosaquae;species;5,718998626;6,823020488;6,622088609;7,525178596;0,629651823;24;1;1;761;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Microcystis flos-aquae;3;;cyanobacteria;P2
214;202400;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Coelosphaeriaceae;Snowella;sp;;1;Snowella sp;;NA;;NA;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Snowella sp;3;;cyanobacteria;P2
215;201400;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Synechococcaceae;Rhabdogloea;sp;;NA;Rhabdogloea sp;;NA;;25;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Rhabdogloea sp;0;;cyanobacteria;P1
216;202102;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Leptolyngbyaceae;Leptolyngbya;foveolara;;1;Leptolyngbya foveolara;Phormidium foveolarum;NA;;NA;Leptolyngbya;genus;0,409933123;1,356114139;1,404833717;1,928498268;0,232614157;997;1;2;189418;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Leptolyngbya foveolara;1;;cyanobacteria;P2
217;202101;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Leptolyngbyaceae;Leptolyngbya;fragilis;;1;Leptolyngbya fragilis;Phormidium fragile;NA;;NA;Leptolyngbya;genus;0,409933123;1,356114139;1,404833717;1,928498268;0,232614157;997;1;2;189418;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Leptolyngbya fragilis;1;;cyanobacteria;P2
218;202100;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Leptolyngbyaceae;Leptolyngbya;sp;;1;Leptolyngbya sp;;NA;;NA;Leptolyngbya;genus;0,409933123;1,356114139;1,404833717;1,928498268;0,232614157;997;1;2;189418;all;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Leptolyngbya sp;1;;cyanobacteria;P2
219;200600;s011;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Synechococcales;Merismopediaceae;Aphanocapsa;sp;;NA;Aphanocapsa sp;;NA;;NA;Aphanocapsa;genus;-0,053547735;1,676736892;1,743352951;3,278181785;0,764349818;1061;38,76621431;6;625;all;NA;c;c;a;f;R;a;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Aphanocapsa sp;3;;cyanobacteria;P2
301;200200;s007;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;sp;;1;Anabaena sp;;NA;;420;Anabaena;genus;0,561101384;2,854271444;3,012171321;4,278690738;0,575830674;4292;11,22409273;7;1100;all;NA;d;b;b;h;R;b;c;420;200;450;450;NA;NA;NA;420;420;NA;40;Anabaena sp;1;;cyanobacteria;P2
302;200207;s001;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;circinalis;;1;Anabaena circinalis;;NA;;720;Anabaena circinalis;species;2,427010332;3,156263933;3,204117078;3,861276207;0,326757864;262;21,60873048;6;1104;all;NA;d;b;b;h;R;b;ch;720;290;150;150;NA;NA;NA;720;720;NA;70;Anabaena circinalis;1;;cyanobacteria;P2
303;200201;s003;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Dolichospermum;flosaquae;;1;Dolichospermum flosaquae;Anabaena flos-aquae;NA;;150;Anabaena;genus;0,561101384;2,854271444;3,012171321;4,278690738;0,575830674;4292;11,22409273;7;1100;all;NA;d;b;b;h;R;b;ch;150;82;150;175;NA;NA;90;150;150;NA;50;Anabaena flos-aquae;1;;cyanobacteria;P2
304;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;oscillarioides;;1;Anabaena oscillarioides;;NA;;150;Anabaena oscillarioides;species;0,561101384;1,566165699;1,245512668;3,369171312;0,765858031;38;23,11428571;2;1127;all;NA;d;c;b;h;R;b;ch;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Anabaena oscillariodes;1;;cyanobacteria;P2
305;200202;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;planctonica;;1;Anabaena planctonica;;NA;;860;Anabaena planctonica;species;4,021840253;4,091307107;4,091307107;4,160773961;0,098240967;2;51,7;1;1117;all;NA;d;b;b;h;R;b;c;860;370;750;450;NA;NA;NA;800;800;NA;90;Anabaena planctonica;1;;cyanobacteria;P2
306;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Dolichospermum;solitarium;;1;Dolichospermum solitarium;Anabaena solitaria;NA;;860;;;NA;NA;NA;NA;NA;NA;NA;NA;NA;all;NA;d;b;b;h;R;b;c;860;370;750;450;NA;NA;NA;860;860;NA;90;Anabaena solitaria;1;;cyanobacteria;P2
307;NA;s005;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;spiroides;;1;Anabaena spiroides;;NA;;420;Anabaena spiroides;species;2,462397998;3,499833736;3,522878745;4,278690738;0,295358872;143;47,83333333;4;1119;all;NA;d;b;b;h;R;b;c;420;250;350;450;NA;NA;NA;220;220;NA;22;Anabaena spiroides;1;;cyanobacteria;P2
308;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Anabaena;levanderi;;1;Anabaena levanderi;;NA;;420;Anabaena;genus;0,561101384;2,854271444;3,012171321;4,278690738;0,575830674;4292;11,22409273;7;1100;all;NA;d;b;b;h;R;b;c;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Anabaena Levanderi;1;;cyanobacteria;P2
309;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Anabaenopsis;sp;;1;Anabaenopsis sp;;NA;;420;Anabaenopsis;genus;1,247973266;1,994927914;2,11058971;3,458380368;0,524598747;25;15;4;1182;all;NA;d;b;b;h;K;b;c;420;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Anabaenopsis sp;1;;cyanobacteria;P2
310;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Aphanizomenon;sp;;1;Aphanizomenon sp;;NA;;90;Aphanizomenon;genus;1,80009818;3,013201791;3,082981297;3,854609638;0,333504119;1567;19,51415207;7;1191;all;NA;d;b;b;h;R;f;c;90;130;70;NA;NA;NA;140;80;80;NA;5;Aphanizomenon sp;1;can form mats;cyanobacteria;P2
311;200301;s009;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Aphanizomenon;flos-aquae;;1;Aphanizomenon flos-aquae;;NA;;70;Aphanizomenon;genus;1,80009818;3,013201791;3,082981297;3,854609638;0,333504119;1567;19,51415207;7;1191;all;NA;d;b;b;h;R;f;ch;70;60;70;50;NA;NA;NA;70;70;NA;5;Aphanizomenon flos-aquae;1;;cyanobacteria;P2
312;200302;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Aphanizomenonaceae;Aphanizomenon;gracile;;1;Aphanizomenon gracile;;NA;;25;Aphanizomenon;genus;1,80009818;3,013201791;3,082981297;3,854609638;0,333504119;1567;19,51415207;7;1191;all;NA;d;b;b;h;R;f;c;25;38;NA;NA;NA;NA;NA;25;25;NA;5;Aphanizomenon gracile;1;;cyanobacteria;P2
313;NA;;prokaryota;Bacteria;Cyanobacteria;Cyanophyceae;Nostocales;Nostocaceae;Cylindrospermum;sp;;NA;Cylindrospermum sp;;NA;;25;Cylindrospermum;genus;0,963787827;1,75605319;1,730533059;2,354108439;0,364693908;46;NA;1;1197;all;NA;d;c;b;h;K;g;c;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Cylindrospermum sp;1;;cyanobacteria;P2
